place_id,name,formatted_address,website_url,website_domain,maps_url,best_email,email_type,source_url,verification_status,verification_sub_status,confidence_score,candidates_found,pages_visited,notes,processed_at
ChIJu91_hp2FdUgRy6xd1inCV2Q,Bargain Buys,"101-103 London Rd, Brighton and Hove, Brighton BN1 4JF",https://www.poundstretcher.co.uk/brighton-165,poundstretcher.co.uk,https://maps.google.com/?cid=7230461211712531659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,customer.service@poundstretcher.co.uk,named,https://www.poundstretcher.co.uk/pages/contact-us,unknown,,78,45,100,ok,2026-03-05T00:20:43.453Z
ChIJ7TYr5hZddEgRnzPl7eZScvY,Bargain Buys,"41, 44 London Rd, North End, Portsmouth PO2 0BH",https://www.poundstretcher.co.uk/portsmouth-180,poundstretcher.co.uk,https://maps.google.com/?cid=17758347432462463903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,customer.service@poundstretcher.co.uk,named,https://www.poundstretcher.co.uk/pages/contact-us,unknown,,78,45,100,ok,2026-03-05T00:20:20.567Z
ChIJpS9JJrilbUgRCx5UEnL3woc,Bargain Buys,"177-181 Fore St, Exeter EX4 3AX",https://www.poundstretcher.co.uk/exeter-231,poundstretcher.co.uk,https://maps.google.com/?cid=9782653409907973643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,customer.service@poundstretcher.co.uk,named,https://www.poundstretcher.co.uk/pages/contact-us,unknown,,78,44,100,ok,2026-03-05T00:20:36.616Z
ChIJlTp9B5ebcEgRJ8SGKELfk2c,Bargain Buys,"Unit 2 Birmingham Rd, Wolverhampton WV2 3LQ",,,https://maps.google.com/?cid=7463554482723800103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:14:08.804Z
ChIJOyNBtaeSeUgR7TexqzZN0LU,Bark & Bite,"57 Oxford St, Ripley DE5 3AH",,,https://maps.google.com/?cid=13101056213224863725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:14:08.804Z
ChIJDb4vX0lZeUgRF9fVhodtQQ4,BARK CENTRAL Pet Shop,"Waterloo Way, Bramley, Leeds LS13 2EF",,,https://maps.google.com/?cid=1027222618867357463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:14:08.804Z
ChIJS-a-LpShcUgRHaVMZzis7BA,Bark Raw,"3 Noel Lee Way, Cam, Dursley GL11 5PS",http://www.barkraw.co.uk/,barkraw.co.uk,https://maps.google.com/?cid=1219538957361784093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:15:33.226Z
ChIJQSDaMofje0gRf5BA4VHHzOg,Bark to basics Ltd,"342 Harrogate Rd, Bradford BD2 3TB",,,https://maps.google.com/?cid=16775001866533638271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:14:24.844Z
ChIJfw4LufTL3kcRij6tupD8OsI,Barkalicious Pet Supplies,"Whitstable Rd, Blean, Canterbury CT2 9EA",http://www.barkalicious.co.uk/,barkalicious.co.uk,https://maps.google.com/?cid=13995776490544643722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:15:49.330Z
ChIJ359V5eqDd0gRr8-cRnmu8FU,Barkers,"Inside 5 Elements, 6 Orange St, Uppingham, Oakham LE15 9SQ",,,https://maps.google.com/?cid=6192641323533389743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:14:33.232Z
ChIJP2Z8uAxle0gRSUou1k9WaAk,Barkers Pet Supplies,"7B High St, Garstang, Preston PR3 1EA",http://www.barkerspetsupplies.co.uk/,barkerspetsupplies.co.uk,https://maps.google.com/?cid=677886644815022665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:15:57.621Z
ChIJ6RprRR2WcEgRlzjosoVow1c,Barkin Mad,"131 Barnes Hill, Birmingham B29 5UN",,,https://maps.google.com/?cid=6324013225199810711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:14:38.987Z
ChIJbe8qM7NSf0gRakdBrlWpALA,Barking Mad,"7 Clarence Rd, Bridlington YO15 2QX",https://barkingmadyo15.wixsite.com/barkingmad,barkingmadyo15.wixsite.com,https://maps.google.com/?cid=12682322736136144746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,7,no_email_found,2026-03-05T00:14:44.510Z
ChIJJ-HsphdMSgwR21Oi_hAkAAw,Barking Mad Pet Supplies - Belle's Bubbles Dog grooming - Bertie's luxury dog boarding,"Unit 2, 18 Reading Rd, Pangbourne, Reading RG8 7LY",https://barkingmadltd.co.uk/,barkingmadltd.co.uk,https://maps.google.com/?cid=864730783865263067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,contact@barkingmadltd.co.uk,info,https://barkingmadltd.co.uk/,unknown,,56,1,13,ok,2026-03-05T00:15:38.783Z
ChIJEeY4dHNZekgRlFtLCxNz44w,Barking Mad Sandbach,"11, Penda Way, Sandbach CW11 1GS",https://bmtrade.co.uk/,bmtrade.co.uk,https://maps.google.com/?cid=10152084510654290836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,100,no_email_found,2026-03-05T00:22:05.004Z
ChIJGQT_VH8pekgRY1Reii_M6u8,Barks & Co Bakewell,"1 Portland Square, Bakewell DE45 1HA",https://barksandco.co.uk/barks-and-co-store-locations/bakewell/,barksandco.co.uk,https://maps.google.com/?cid=17287854624172037219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,info@barksandco.co.uk,info,https://barksandco.co.uk/about,unknown,,66,4,100,ok,2026-03-05T00:26:52.115Z
ChIJQx8-PW8me0gREEFTQDEyV4g,Barks Pets,"Perrin Rd, Wallasey CH45 3NL",https://barkspets.co.uk/,barkspets.co.uk,https://maps.google.com/?cid=9824376299246010640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,barkspets@hotmail.co.uk,unknown,https://barkspets.co.uk/about,unknown,,60,1,100,ok,2026-03-05T00:18:31.603Z
ChIJMf6uPdlRdkgREQuqJYvNv5U,Barney's Corner,"10 Hockliffe St, Leighton Buzzard LU7 1HJ",http://www.barneyscorner.co.uk/,barneyscorner.co.uk,https://maps.google.com/?cid=10790569229719046929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:17:14.146Z
ChIJf4WqYK8xeUgRvwSPiEQ_8_4,Barnitts,"24-26 Colliergate, York YO1 8BW",http://www.barnitts.co.uk/,barnitts.co.uk,https://maps.google.com/?cid=18371096868555785407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:17:21.883Z
ChIJscNGqcFOcEgR72Y-RgfduyI,Barnstormers Equestrian,"The Dairy, Thinghill Court, Withington, Hereford HR1 3QG",https://www.barnstormers.co.uk/,barnstormers.co.uk,https://maps.google.com/?cid=2502837041247446767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,dairy@thingehill.everyone,unknown,https://www.barnstormers.co.uk/about-us-1-w.asp,unknown,,60,4,100,ok,2026-03-05T00:20:39.756Z
ChIJZVeX8TX5ekgRNUS8OekFXTE,Barnyard Pet & Equestrian Supplies,"Cosgrove Business Park, Anderton, Northwich CW9 6FY",http://barnyardcheshire.co.uk/,barnyardcheshire.co.uk,https://maps.google.com/?cid=3557005779946718261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:18:46.255Z
ChIJYwWhlsSofEgRXbahL38J9Ok,Barrow Bird & Pet Centre,"8 Crellin St, Barrow-in-Furness LA14 1DU",,,https://maps.google.com/?cid=16858109747019232861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:18:31.603Z
ChIJRx0kp-aAcUgR1fHrMHLN7YI,Bath and Biscuits Dog Grooming & Pet Shop,"& Biscuits, Bath BA2 5BP",http://www.bathandbiscuits.co.uk/,bathandbiscuits.co.uk,https://maps.google.com/?cid=9434422684741792213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:18:42.581Z
ChIJ_TfP9ANX30cRVJ1GSuKHLUo,BB Pet Supplies Ltd,"Unit P, Gaywood Farm, Hole Ln, Edenbridge TN8 6SL",https://www.bbpetsupplies.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=Google%20my%20Business%20Traffic,bbpetsupplies.com,https://maps.google.com/?cid=5345077738737147220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:07.204Z
ChIJD39EMbkbcUgR1YacLhdyaV8,Be More Bob,"45 Winchcombe St, Cheltenham GL52 2NE",http://www.bemorebob.co.uk/,bemorebob.co.uk,https://maps.google.com/?cid=6875151750049597141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:10.821Z
ChIJkXxtnRyjcEgRfI5THcvHU18,Beacon Pet Aquarium,"59 Sundial Ln, Birmingham B43 6PB",http://www.beaconpetaquarium.com/,beaconpetaquarium.com,https://maps.google.com/?cid=6869053531854442108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:21:31.715Z
ChIJEa8SzHymfkgRPt9QFE-Kde0,Bedale Pet Shop,"3 Market Pl, Bedale DL8 1ED",http://www.bedalepetshop.co.uk/,bedalepetshop.co.uk,https://maps.google.com/?cid=17110734431511961406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:15.793Z
ChIJIa4MqNlMdkgRtYPVnyLJ7jo,Beechcroft Animal Feeds,"Flitwick Rd, Bedford MK45 5BA",,,https://maps.google.com/?cid=4246552649204597685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:15.793Z
ChIJE8hWgA_j2UcRYGwTiuGt-nk,Beechwood Pet Supplies,"1A Beechwood Dr, Norwich NR7 0LN",http://www.beechwoodpetsupplies.co.uk/,beechwoodpetsupplies.co.uk,https://maps.google.com/?cid=8789528806962719840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:21:40.221Z
ChIJs86J4Ilw2EcRLhHTcdIZ_j0,Beehive Centre,"Coldhams Ln, Cambridge CB1 3ET",https://beehivecentre.co.uk/,beehivecentre.co.uk,https://maps.google.com/?cid=4467036272041595182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:25.368Z
ChIJkQ6LIvxpekgRW1ws9bujyOs,Bella’s Boutique,"57 Kettering Dr, Stoke-on-Trent ST2 9LY",https://bella-s-boutique-1.sumupstore.com/,bella-s-boutique-1.sumupstore.com,https://maps.google.com/?cid=16990009621922733147&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:29.415Z
ChIJl4Pl4BBhd0gRvFVo1GZ5tvs,Bella’s Pantry,"60C Queens Rd, Clarendon Park, Leicester LE2 1TU",,,https://maps.google.com/?cid=18137818031838483900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:29.415Z
ChIJ3XqNr2N1a0gRLmxT6UfJS4Y,Bellas Pet Boutique,"Hawksfield, A39, Wadebridge PL27 7LR",,,https://maps.google.com/?cid=9677049535030062126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:29.415Z
ChIJSaYbWSuTbEgR-a9nHKKZ1tw,Bellas Pet Supplies,"54A Bickham Park Rd, Plymouth PL3 4QL",http://www.bellas-pets.co.uk/,bellas-pets.co.uk,https://maps.google.com/?cid=15913075254900535289&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:21:53.749Z
ChIJg5xt1yu1eUgRiBY1C94ynW4,Bells & Whiskers,"Northgate Business Centre, Newark-on-Trent, Newark NG24 1EZ",https://www.bellsandwhiskers.co.uk/,bellsandwhiskers.co.uk,https://maps.google.com/?cid=7970582844767803016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,production@bellsandwhiskers.co.uk,unknown,https://www.bellsandwhiskers.co.uk/contact,unknown,,68,4,100,ok,2026-03-05T00:29:09.845Z
ChIJf44aDCEg1kcR5o8P0rj97ho,Belshedo,"28 Alma St, Withernsea HU19 2AL",,,https://maps.google.com/?cid=1940767459683307494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:39.756Z
ChIJY6nd_JN930cRhA6KZxZB_WE,Bernard's Pet Shop,"44 S Coast Rd, Peacehaven BN10 8ST",,,https://maps.google.com/?cid=7060871355268992644&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:39.756Z
ChIJ_53UpAGlbUgRu61JVlmzxao,Bernaville Nurseries,"3 Horse Shoes, Cowley, Exeter EX5 5EU",http://www.bernaville.co.uk/,bernaville.co.uk,https://maps.google.com/?cid=12305438753140878779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:42.211Z
ChIJ88LXa1O_3kcRpMlvdcocPfo,Best Buddies Pet & Fishing Supplies – Cheriton,"248 Horn St, Folkestone CT19 4JR",http://www.bestbuddieshythe.co.uk/,bestbuddieshythe.co.uk,https://maps.google.com/?cid=18031600138940565924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:44.498Z
ChIJEax08xZheUgRUKqDXsarDVY,Best friend’s Raw feed,"101B Bradford Rd, Dewsbury WF13 2EW",,,https://maps.google.com/?cid=6200801130436602448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:43.453Z
ChIJS_yhe9zreUgRD3wZhwVgMIQ,Best Pet Store,"Unit 2, Colliers Business Park, Colliers Way, Cotgrave, Nottingham NG12 3HA",https://bestpetstore.co.uk/,bestpetstore.co.uk,https://maps.google.com/?cid=9525218788746296335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:46.100Z
ChIJu0gpZsPge0gRqdFSa3Ecujw,Best Pets,"Bradford BD4 6RY, UK",,,https://maps.google.com/?cid=4375841261401330089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:44.498Z
ChIJh9noIxuPcUgRnN_ksKXe1MQ,Bestpets Bristol,"Dixon Road Brislington, Birchills Trading Estate, Brislington, Bristol BS4 5QW",https://stores.bestwaywholesale.co.uk/bestpets-bristol-210e1eb394ce?y_source=1_MTIwNTcwODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,stores.bestwaywholesale.co.uk,https://maps.google.com/?cid=14183205929715294108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:46.024Z
ChIJcXi2TbymbUgRRZ-ulj0aucs,Bestpets Exeter,"Unit P Yeoford Way, Marsh Barton, Exeter EX2 8LB",https://stores.bestwaywholesale.co.uk/bestpets-exeter-c663dbca4c5e?y_source=1_MTIwNTcxMDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,stores.bestwaywholesale.co.uk,https://maps.google.com/?cid=14679793312214196037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:48.176Z
ChIJ9ReFs5N4eUgRQspeHPBEQMY,Better 4 Pets,"328 Langsett Rd, Hillsborough, Sheffield S6 2UF",http://www.better4pets.org.uk/,better4pets.org.uk,https://maps.google.com/?cid=14285493816078027330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:47.013Z
ChIJKZJc_e2te0gRK-J_WZ8zjFo,Betty & Butch Dog Store Chorlton,"253 Barlow Moor Rd, Manchester M21 7GJ",http://www.bettyandbutch.com/,bettyandbutch.com,https://maps.google.com/?cid=6524646719647375915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:22:11.747Z
ChIJpYk5rdW5eEgRLe4gy_G1Pic,Beverley Equestrian Supplies,"7 E, Capital Park, Annie Reed Rd, Beverley HU17 0LF",,,https://maps.google.com/?cid=2827897666134928941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:48.176Z
ChIJW1JxdwaLcEgRjnPfeKeGMv8,Bewdley Pet Supplies,"Unit 2, Dog Lane Mews, Dog Ln, Bewdley DY12 2EF",,,https://maps.google.com/?cid=18388908282352726926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:48.176Z
ChIJPckc2ZdL30cRUSi67t-OsPU,BG Pet Store,"49 Western Rd, Borough Green, Sevenoaks TN15 8AN",http://bgpetstore.co.uk/,bgpetstore.co.uk,https://maps.google.com/?cid=17703807227627448401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:49.439Z
ChIJ-TUt4Wqjc0gRTl1_57Rl9y4,BH Xotics,"1434 Wimborne Rd, Kinson, Bournemouth BH10 7AS",,,https://maps.google.com/?cid=3384285472644619598&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:20:49.439Z
ChIJDSgCXXjddkgR7ubhObAFgEY,Bicester Avenue Garden Centre,"Avenue, Oxford Rd, Bicester OX25 2NY",https://www.bluediamond.gg/garden-centre/bicester-avenue-garden-centre,bluediamond.gg,https://maps.google.com/?cid=5080066634117408494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:20:51.106Z
ChIJl4IyJQ3ndkgRVQZlMRy5Em4,Bicester Raw Dog Food,"Ashmores Warehouse, Off Backway Rd, Victoria Rd, Bicester OX26 6PD",https://bicesterraw.co.uk/,bicesterraw.co.uk,https://maps.google.com/?cid=7931605424491791957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bicesterdogfood@icloud.com,unknown,https://bicesterraw.co.uk/,unknown,,50,1,13,ok,2026-03-05T00:21:06.995Z
ChIJkaosqmhfVWYRq4-sNsshxF8,Big Bully Pet Supplies,"UNIT 11 Twizel Cl, Milton Keynes MK13 0DX",http://www.bigbullypetsupplies.co.uk/,bigbullypetsupplies.co.uk,https://maps.google.com/?cid=6900677685717798827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:22:31.426Z
ChIJaUQ2YEVx2EcREjT4VIUwn20,Big Dog Land - Cambridge,"51 Burleigh St, Cambridge CB1 1DJ",,,https://maps.google.com/?cid=7899085620645475346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:21:31.715Z
ChIJ-4gMjivPeUgRlYa0l5J141M,Bingham Pets,"3 Market St, Bingham, Nottingham NG13 8AR",,,https://maps.google.com/?cid=6044804397332203157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:21:31.715Z
ChIJoeWyvXNN2UcRhOllaZxRUXI,Birchington Pet Shop,"40 Station Rd, Birchington-on-Sea, Birchington CT7 9DQ",https://birchingtonpetshop.com/pages/contact-us,birchingtonpetshop.com,https://maps.google.com/?cid=8237454925662382468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,6,no_email_found,2026-03-05T00:21:52.281Z
ChIJd6oCLClv10cRPvLMLV1bULE,Bird Ventures,"9B Chapel Yard, Albert St, Holt NR25 6HG",http://www.birdventures.co.uk/,birdventures.co.uk,https://maps.google.com/?cid=12776812598608589374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:23:04.323Z
ChIJoWrPg25RdEgRSuRTnL0Y3uc,Birdham Animal Feeds,"Northleigh Farm, Main Rd, Birdham, Chichester PO20 7BY",,,https://maps.google.com/?cid=16707818870241748042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:21:52.281Z
ChIJUS5NAIFEe0gR8kVO8EnqBqs,Birdman Parrot Rescue,"Unit 2 and 3, Fox's Garage, Lichfield Rd, Blackpool FY1 2RR",http://birdmanparrotrescueblackpool.co.uk/,birdmanparrotrescueblackpool.co.uk,https://maps.google.com/?cid=12323795033631114738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:23:16.614Z
ChIJl9T6umrkfEgR-PuNY5Nzz2I,Birds Bistro,"The Old Forge, Penruddock, Penrith CA11 0RD",http://www.thebirdsbistro.co.uk/,thebirdsbistro.co.uk,https://maps.google.com/?cid=7120036612763679736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:23:17.983Z
ChIJ4SArU_6bcEgRwF4UAZcaqeM,Birmingham Dogs Home - Wolverhampton Centre,"Dark Ln, Coven, Wolverhampton WV10 7PN",http://www.birminghamdogshome.org.uk/,birminghamdogshome.org.uk,https://maps.google.com/?cid=16404672353534238400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_email_found,2026-03-05T00:23:29.413Z
ChIJ4-8qcxO_cEgRmxmwp4ON-rw,Birmingham Raw Pet Food Ltd,"40 Brickfield Rd, Birmingham B25 8HE",,,https://maps.google.com/?cid=13617352019901684123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,0,no_website,2026-03-05T00:22:11.747Z
ChIJqdE4tcqkcEgR1LC985iUtXk,Birmingham Reptiles,"274 Slade Rd, Birmingham B23 7LX",https://www.birminghamreptiles.co.uk/,birminghamreptiles.co.uk,https://maps.google.com/?cid=8770079234019143892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,hello@birminghamreptiles.co.uk,info,https://www.birminghamreptiles.co.uk/contact,unknown,,74,11,100,ok,2026-03-05T00:39:25.414Z
