place_id,name,formatted_address,website_url,website_domain,maps_url,best_email,email_type,source_url,verification_status,verification_sub_status,confidence_score,candidates_found,notes,processed_at
ChIJRz3PekgR30cRfVC6NKenzYk,Abbey Pet Foods,"20, Battle TN33 0XB",https://www.abbeypetfoods.co.uk/,abbeypetfoods.co.uk,https://maps.google.com/?cid=9929777090007814269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:45.820Z
ChIJe5f_jRFCekgRK_n6Fg-BgAY,Abbey Pet Stores,"1493 Leek Rd, Stoke-on-Trent ST2 8DA",,,https://maps.google.com/?cid=468516263056570667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:37.639Z
ChIJYVtxmAEQcEgR8PNNGNCn-BQ,Abbey Pets,"44 Church St, Bishop's Castle, Bishops Castle SY9 5AE",,,https://maps.google.com/?cid=1511142187185599472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:37.640Z
ChIJrXmRy7had0gRRX2oUHoqqnw,Abbeywood Pet Foods,"3 Parson's Ln, Hinckley LE10 1XT",https://www.facebook.com/abbeywoodpetfoods/,facebook.com,https://maps.google.com/?cid=8983039111571471685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:39.378Z
ChIJjZAbjY2eekgRv9ezNbNNTlM,Abbie’s Pets & Exotics,"34a Ditherington Rd, Shrewsbury SY1 4BE",,,https://maps.google.com/?cid=6002820785426913215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:37.643Z
ChIJbaZ_f4yOcUgRC19QAtghako,ABC Polski Sklep International Food,"164 Wells Rd, Totterdown, Bristol BS4 2AG",http://www.foodabc.co.uk/,foodabc.co.uk,https://maps.google.com/?cid=5362135517973470987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:40.478Z
ChIJa1KRboK0e0gR_f0Qhuw0_Xk,Abyss Aquatic Warehouse,"4-6, Brookside Estate, Waterloo Rd, Stockport SK1 3BD",http://www.abyssaquatics.co.uk/,abyssaquatics.co.uk,https://maps.google.com/?cid=8790240238163262973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,shop@abyssaquatics.co.uk,unknown,http://www.abyssaquatics.co.uk/,unknown,,54,1,ok,2026-03-04T23:33:40.196Z
ChIJr9CcxP3g2UcRwN4xXzbZd3g,AC Browne & Son,"194 Norwich Rd, New Costessey, Costessey, Norwich NR5 0EX",,,https://maps.google.com/?cid=8680645634328485568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:37.644Z
ChIJQ6-JiVrKRmsRXeCbMy-SFDo,Ace K9 Doggy Deli Café,"Maylord Orchards, Hereford HR1 2DT",https://www.acek9doggydeli.co.uk/,acek9doggydeli.co.uk,https://maps.google.com/?cid=4185130685161005149&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:40.892Z
ChIJmYhXo3sGcUgR0zBQFKWV0fs,Acer Pets,"21 St Aldate St, Gloucester GL1 1RP",,,https://maps.google.com/?cid=18145448909895381203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:38.718Z
ChIJexoZhiMxeUgR-CnbBaEFlww,Acomb Pets Aquatics & Reptiles,"3, York Rd, Holgate, York YO26 4LT",https://yorkvisitorguide.info/business/acomb-pets-aquatics-reptiles/,yorkvisitorguide.info,https://maps.google.com/?cid=907200039084567032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,jay@yorkvisitorguide.info,unknown,https://yorkvisitorguide.info/contact,unknown,,68,1,ok,2026-03-04T23:33:42.721Z
ChIJ69PCY9p5eUgRRnP2nqGcIOU,Acorn Pet Supplies,"65 Deep Ln, Shiregreen, Sheffield S5 0DU",,,https://maps.google.com/?cid=16510368451910857542&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:39.378Z
ChIJkUYJsoORe0gRMChgXrhwmAs,Acorn's Pet Food Colne,"Units 2, 4 White Walls Cl, Colne BB8 8LE",https://www.acornspetfood.co.uk/,acornspetfood.co.uk,https://maps.google.com/?cid=835541668036880432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,hello@acornspetfood.co.uk,info,https://www.acornspetfood.co.uk/,unknown,,60,1,ok,2026-03-04T23:33:43.422Z
ChIJJePGYSLTc0gRtJuEyvnY9lw,Acres Supply Garden & Aquatics,"Bay Tree Farm, Acres Supply Garden Centre, Warminster BA12 7PP",http://www.acressupply.com/,acressupply.com,https://maps.google.com/?cid=6698780063116336052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:42.709Z
ChIJ4VaMav_je0gRfq7ZfSqMlQE,ACW Garden Centre,"ACW Garden Centre, Canal Rd, Bradford BD2 1AL",http://www.acwgardencentre.com/,acwgardencentre.com,https://maps.google.com/?cid=114151479695748734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,general@acwgardencentre.com,unknown,http://www.acwgardencentre.com/contact,unknown,,68,1,ok,2026-03-04T23:33:52.935Z
ChIJf4SMFrAOe0gRl03XAhcwgTg,Adlington Pet Centre Ltd,"52 Market St, Adlington, Chorley PR7 4HF",http://www.adlingtonpetcentre.co.uk/,adlingtonpetcentre.co.uk,https://maps.google.com/?cid=4071588413509684631&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,adlingtonpetcentre@hotmail.co.uk,unknown,http://www.adlingtonpetcentre.co.uk/,unknown,,54,1,ok,2026-03-04T23:33:46.154Z
ChIJr4t3pOnTcEgRujzF-uhjG0g,ADORA PET SUPPLIES,"Stratford Rd, Newbold on Stour, Stratford-upon-Avon CV37 8TS",http://www.adorapetsupplies.co.uk/,adorapetsupplies.co.uk,https://maps.google.com/?cid=5195856447392791738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:41.820Z
ChIJTakUUWu9e0gR1mVBbMAnQQ4,Affordable Pet and Animal Feeds,"Gaghills Mill, Gaghills Terrace, Rossendale BB4 9BB",,,https://maps.google.com/?cid=1027145897420613078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:40.068Z
ChIJNUE0_uqve0gRYwebKxfmQUw,Agecroft Pet Supplies,"Unit 22 & 23, Agecroft Enterprise Park, Shearer Way, Pendlebury, Manchester M27 8WA",,,https://maps.google.com/?cid=5494926007558932323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:40.068Z
ChIJt3misqAndkgRaTtRf2IbNTU,AJ's Pet Stores,"1 New Rd, Ware SG12 7BS",https://www.facebook.com/AJsPetStores/,facebook.com,https://maps.google.com/?cid=3834000767632620393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:40.862Z
ChIJ281IItJ3eUgRWvSzBVCLcSg,AK - Quatics,"11 Hillside Ct, Barbot Hall Dr, Rotherham S61 4RP",https://ak-quatics.co.uk/,ak-quatics.co.uk,https://maps.google.com/?cid=2914263609694745690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,sales@ak-quatics.co.uk,sales,https://ak-quatics.co.uk/contact,unknown,,80,2,ok,2026-03-04T23:33:46.073Z
ChIJ8Y1juCwHe0gRDIT8z_1FgXU,AK Pet Supplies Ltd,"10-12 Church Ln, Culcheth, Warrington WA3 5DJ",https://akpetsupplies.shop/,akpetsupplies.shop,https://maps.google.com/?cid=8467125730851718156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:41.567Z
ChIJM69NtT1pekgRPkDWXa9B_L0,AK reptiles,"30 Barker St, Longton, Stoke-on-Trent ST3 1PE",,,https://maps.google.com/?cid=13689889188748869694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:40.478Z
ChIJ50K3-MC2d0gR0RkQ0YTkQ0A,Alban Retail Park,"London Rd, Bedford MK42 0NW",,,https://maps.google.com/?cid=4630796100961311185&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:40.478Z
ChIJ34wmrxNJd0gRT9Jmj1L2Tpo,Albie's Boutique,"22 Sapphire Gate, Coventry CV2 5JQ",http://www.albiesboutique.com/,albiesboutique.com,https://maps.google.com/?cid=11119095364477964879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:43.160Z
ChIJpWZ_T7-DcEgRqfiVeWKLDH0,Albrighton Feeds,"Holyhead Rd, Wolverhampton WV7 3BX",http://www.equestrianessentials.co.uk/,equestrianessentials.co.uk,https://maps.google.com/?cid=9010730209524447401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:45.824Z
ChIJH_pbKV6sdUgRf5QVFmvIgCM,Aldwick Pets,"87 Aldwick Rd, Bognor Regis PO21 2NW",http://aldwick-pets.co.uk/,aldwick-pets.co.uk,https://maps.google.com/?cid=2558264950604010623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,aldwickpetsbognor@gmail.com,unknown,http://aldwick-pets.co.uk/,unknown,,54,1,ok,2026-03-04T23:33:42.711Z
ChIJV4WM6OSDeUgRoahPlh1j9ts,Alex's Pet Food,"London Rd, Highfield, Sheffield W6 7NL",https://new-alex-paid-feature.ueniweb.com/?utm_campaign=gmb,new-alex-paid-feature.ueniweb.com,https://maps.google.com/?cid=15849964917304043681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,xomoha9500@eroyal.net,unknown,https://new-alex-paid-feature.ueniweb.com/,unknown,,54,1,ok,2026-03-04T23:33:43.425Z
ChIJEbvDROmNcUgRJ_1kPrXt2bI,Alfie & Bella Pet Supplies,"5 Worrall Rd, Redland, Bristol BS8 2UF",http://www.alfieandbella.co.uk/,alfieandbella.co.uk,https://maps.google.com/?cid=12887593171389054247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,contact@alfieandbella.co.uk,info,http://www.alfieandbella.co.uk/,unknown,,60,1,ok,2026-03-04T23:33:43.299Z
ChIJL4RG6bnX2UcR5Q5kJWenFXg,Alison's Equestrian & Pet Supplies,"Unit 1, Astra Court, Greens Rd, Dereham NR20 3TR",http://www.alisons-eps.co.uk/,alisons-eps.co.uk,https://maps.google.com/?cid=8653006320513060581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,info@alisons-eps.co.uk,info,http://www.alisons-eps.co.uk/,unknown,,60,1,ok,2026-03-04T23:33:48.108Z
ChIJtz3H2iu5dUgRAr4RF48BN6s,All 4 Paws,"Unit 2, Dyke Farm, W Chiltington Rd, Pulborough RH20 2EE",,,https://maps.google.com/?cid=12337331418283752962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:42.711Z
ChIJR4UYt48IckgRgTELhEs7hso,All 4 Pawz Pet Supplies,"10-12 St John St, Bridgwater TA6 5HS",,,https://maps.google.com/?cid=14593416838064583041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:42.711Z
ChIJ5aB3311De0gRvfx4ttM7BUU,All 4 Pets,"The Warehouse, 50 All Hallows Rd, Blackpool FY2 0AY",,,https://maps.google.com/?cid=4973447143986101437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:42.711Z
ChIJ-y6pCDVeeUgRnRZ3X5vOQps,All 4's Pet and Equestrian Supplies,"Ackroyd St, Morley, Leeds LS27 8PZ",http://www.all4smorley.co.uk/petsupplies,all4smorley.co.uk,https://maps.google.com/?cid=11187731591058626205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:45.098Z
ChIJ7ZC2RF8a2kcR7XeraingM6A,All Pets,"116 Bevan St E, Lowestoft NR32 2AG",http://www.allpetslovespets.co.uk/,allpetslovespets.co.uk,https://maps.google.com/?cid=11543816738368616429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:49.340Z
ChIJq3xktIcJcUgRefH1WveQ3XE,All Pets & Garden Accessories,"3-5 Elm Rd, Stonehouse GL10 2NP",,,https://maps.google.com/?cid=8204873488196301177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:43.161Z
ChIJB7m3l6fr2EcRnSCmlFo-HQ8,All Raw Ltd Chelmsford,"132 Gloucester Ave, Chelmsford CM2 9LG",https://all-raw.com/,all-raw.com,https://maps.google.com/?cid=1089095243655422109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,lydiag98@gmail.com,unknown,https://all-raw.com/,unknown,,54,2,ok,2026-03-04T23:33:45.384Z
ChIJweDI6J4930cR6RWQhy91hu0,All Things Aquatic,"Unit 6, Phoenix Works, 93 Windsor Rd, Bexhill, Bexhill-on-Sea TN39 3PE",,,https://maps.google.com/?cid=17115496280866428393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:43.299Z
ChIJj2jWGQtqekgRSM1n_Sv5rXk,all4paws,"50 Meigh Rd, Werrington, Stoke-on-Trent ST9 0JY",http://www.all4paws.co.uk/,all4paws.co.uk,https://maps.google.com/?cid=8767938016890572104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,john.smith@gmail.com,named,http://www.all4paws.co.uk/,unknown,,64,2,ok,2026-03-04T23:33:47.926Z
ChIJWVFVv-2me0gRhaM-fF2qGho,Allbreeds,"444 Tonge Moor Rd, Bolton BL2 2JU",https://allbreedspets.wixsite.com/allbreeds,allbreedspets.wixsite.com,https://maps.google.com/?cid=1881003112873763717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:44.169Z
ChIJT2rK7F2bdkgRC5FUf0U71h0,Allsorts Of Pets,"54 Buckland Rd, Reading RG2 7SW",https://allsortsofpets.shop/,allsortsofpets.shop,https://maps.google.com/?cid=2149971041791021323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:44.267Z
ChIJX_UYnjaAekgRYmpJShxU94k,Allsortz pet supplies and dog groomers,"45 Market St, Telford TF2 6EL",,,https://maps.google.com/?cid=9941507182925802082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:44.169Z
ChIJo7YKKzkBfkgRO3aBMycprHE,Alnwick Pet Warehouse,"Unit 2B, Greensfield Business Park, Alnwick NE66 2DE",http://alnwickpetwarehouse.com/,alnwickpetwarehouse.com,https://maps.google.com/?cid=8190967070624675387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,info@northumbriapets.com,info,http://alnwickpetwarehouse.com/,unknown,,60,1,ok,2026-03-04T23:33:47.366Z
ChIJE0SI_OZze0gRko5n-hZ8Tvg,Alpa Pet & Equine Warehouse,"Unit 65, Roman Way Industrial Estate, Longridge Rd, Ribbleton, Preston PR2 5BE",http://alpapetwarehouse.co.uk/,alpapetwarehouse.co.uk,https://maps.google.com/?cid=17892374807721774738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,info@alpapetwarehouse.co.uk,info,http://alpapetwarehouse.co.uk/,unknown,,60,1,ok,2026-03-04T23:33:48.184Z
ChIJhdVnvE_vQiwRBP-SqVOuls4,Always Raw Pet Supplies Ltd,"Unit 1 East St, Braintree CM7 3JJ",http://www.always-raw.co.uk/,always-raw.co.uk,https://maps.google.com/?cid=14886277292670254852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,always-raw@hotmail.com,unknown,http://www.always-raw.co.uk/contact,unknown,,68,1,ok,2026-03-04T23:33:53.588Z
ChIJUbDktTpCekgRMYqJvM9F2UU,Amala Pet Foods Ltd,"Flat C, 880 Leek New Rd, Baddeley Green, Stoke-on-Trent ST2 7HL",https://amalapetfoods.co.uk/,amalapetfoods.co.uk,https://maps.google.com/?cid=5033130817086917169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:46.189Z
ChIJiVxpEvG7e0gR8r6d8oSSjxA,Amber Pets,"299 Edenfield Rd, Cutgate, Rochdale OL11 5AQ",,,https://maps.google.com/?cid=1193333525980233458&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:45.820Z
ChIJOTPnasTlc0gROIRMrJ4U9fw,Amesbury Pets,"24 Salisbury St, Amesbury, Salisbury SP4 7HD",https://www.amesburypets.co.uk/,amesburypets.co.uk,https://maps.google.com/?cid=18227497738580034616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:51.129Z
ChIJt2kaztUU2EcRWCycTZkEGUM,Amwell Aquatics,"Northfield Business Park, Northfield Rd, Soham, ELY CB7 5UE",http://www.amwellaquatics.co.uk/,amwellaquatics.co.uk,https://maps.google.com/?cid=4834900731437526104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,info@amwellaquatics.co.uk,info,http://www.amwellaquatics.co.uk/,unknown,,60,1,ok,2026-03-04T23:33:47.117Z
ChIJIdFLZsb72EcRGHCU9m7Qsyc,Amy's Pet Supplies Ltd,"Amy's Pet Supplies at Blake House, Craft Centre, Rayne, Braintree CM77 6SH",http://amyspetsupplies.co.uk/,amyspetsupplies.co.uk,https://maps.google.com/?cid=2860859363312300056&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,hello@amyspetsupplies.co.uk,info,http://amyspetsupplies.co.uk/,unknown,,60,1,ok,2026-03-04T23:33:48.709Z
ChIJ3eH5dlMne0gR2F6XKzUBNF4,Andy's Aquatics,"5 Beaconsfield Rd, New Ferry, Bromborough, Birkenhead, Wirral CH62 1AD",https://www.facebook.com/andysaquatics/,facebook.com,https://maps.google.com/?cid=6788051866230415064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:46.966Z
ChIJFYI3U2Va10cRsXwFOxifBLM,Angel Aquatics,"Garden Centre, Norwich Rd, North Walsham NR28 0DR",https://angelaquaticsandreptiles.co.uk/,angelaquaticsandreptiles.co.uk,https://maps.google.com/?cid=12899610159114190001&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,unknown,,0,0,no_email_found,2026-03-04T23:33:50.609Z
